GEOID,Common Name,Equipment Description,Station MRN,Station ID,Complex ID,GTFS Stop ID,Division,Line,Stop Name,Borough,Daytime Routes,Structure,lat,long,North Direction Label,South Direction Label,ADA,ADA Notes,Georeference,STATE,COUNTY,TRACT,BLOCK,NAME,geometry,population_estimate,sub_pop_estimate,amb_pop_estimate,med_earn_estimate,population_moe,sub_pop_moe,amb_pop_moe,med_earn_moe,outage_count
36005019500,EL131,ELE: EL131 - 219 - 161 St-Yankee Stadium,219,219,604,D11,IND,Concourse,161 St-Yankee Stadium,Bx,B D,Subway,40.827905,-73.925651,Bedford Pk Blvd & 205 St,Manhattan,1,,POINT (-73.925651 40.827905),36,5,19500,2007,"Census Tract 195, Bronx County, New York","list(list(c(-73.924261, -73.922217, -73.921223, -73.920365, -73.919029, -73.919856, -73.920461, -73.921171, -73.921742, -73.922669, -73.924047, -73.925927, -73.924261, 40.830681, 40.834163, 40.833833, 40.833543, 40.83309, 40.831949, 40.830915, 40.829628, 40.8286, 40.826854, 40.827244, 40.827812, 40.830681)))",7766,1909,7525,44323.0,1193,409,1144,17121.0,71
36005019500,EL133,ELE: EL133 - 219 - 161 St-Yankee Stadium,219,219,604,D11,IND,Concourse,161 St-Yankee Stadium,Bx,B D,Subway,40.827905,-73.925651,Bedford Pk Blvd & 205 St,Manhattan,1,,POINT (-73.925651 40.827905),36,5,19500,2007,"Census Tract 195, Bronx County, New York","list(list(c(-73.924261, -73.922217, -73.921223, -73.920365, -73.919029, -73.919856, -73.920461, -73.921171, -73.921742, -73.922669, -73.924047, -73.925927, -73.924261, 40.830681, 40.834163, 40.833833, 40.833543, 40.83309, 40.831949, 40.830915, 40.829628, 40.8286, 40.826854, 40.827244, 40.827812, 40.830681)))",7766,1909,7525,44323.0,1193,409,1144,17121.0,55
36005019500,EL134,ELE: EL134 - 219 - 161 St-Yankee Stadium,219,219,604,D11,IND,Concourse,161 St-Yankee Stadium,Bx,B D,Subway,40.827905,-73.925651,Bedford Pk Blvd & 205 St,Manhattan,1,,POINT (-73.925651 40.827905),36,5,19500,2007,"Census Tract 195, Bronx County, New York","list(list(c(-73.924261, -73.922217, -73.921223, -73.920365, -73.919029, -73.919856, -73.920461, -73.921171, -73.921742, -73.922669, -73.924047, -73.925927, -73.924261, 40.830681, 40.834163, 40.833833, 40.833543, 40.83309, 40.831949, 40.830915, 40.829628, 40.8286, 40.826854, 40.827244, 40.827812, 40.830681)))",7766,1909,7525,44323.0,1193,409,1144,17121.0,50
36005019500,EL135,ELE: EL135 - 219 - 161 St-Yankee Stadium,219,219,604,D11,IND,Concourse,161 St-Yankee Stadium,Bx,B D,Subway,40.827905,-73.925651,Bedford Pk Blvd & 205 St,Manhattan,1,,POINT (-73.925651 40.827905),36,5,19500,2007,"Census Tract 195, Bronx County, New York","list(list(c(-73.924261, -73.922217, -73.921223, -73.920365, -73.919029, -73.919856, -73.920461, -73.921171, -73.921742, -73.922669, -73.924047, -73.925927, -73.924261, 40.830681, 40.834163, 40.833833, 40.833543, 40.83309, 40.831949, 40.830915, 40.829628, 40.8286, 40.826854, 40.827244, 40.827812, 40.830681)))",7766,1909,7525,44323.0,1193,409,1144,17121.0,33
36005022000,EL160,ELE: EL160 - 426 - E 180 St,426,426,426,213,IRT,Lenox - White Plains Rd,E 180 St,Bx,2 5,Elevated,40.841894,-73.873488,Wakefield - Eastchester,Manhattan,1,,POINT (-73.873488 40.841894),36,5,22000,1005,"Census Tract 220, Bronx County, New York","list(list(c(-73.878364, -73.876856, -73.874591, -73.872081, -73.868926, -73.869209, -73.868374, -73.868355, -73.868927, -73.868019, -73.868892, -73.870301, -73.870995, -73.872253, -73.872808, -73.873268, -73.873561, -73.875613, -73.877415, -73.877914, -73.878364, 40.839997, 40.84223, 40.841521, 40.843721, 40.848151, 40.849239, 40.84897, 40.84708, 40.846882, 40.844841, 40.84441, 40.843549, 40.843112, 40.841601, 40.840869, 40.84022, 40.839794, 40.839902, 40.839988, 40.839971, 40.839997)))",1917,318,1765,29625.0,492,104,402,11265.0,21
36005022000,EL159,ELE: EL159 - 426 - E 180 St,426,426,426,213,IRT,Lenox - White Plains Rd,E 180 St,Bx,2 5,Elevated,40.841894,-73.873488,Wakefield - Eastchester,Manhattan,1,,POINT (-73.873488 40.841894),36,5,22000,1005,"Census Tract 220, Bronx County, New York","list(list(c(-73.878364, -73.876856, -73.874591, -73.872081, -73.868926, -73.869209, -73.868374, -73.868355, -73.868927, -73.868019, -73.868892, -73.870301, -73.870995, -73.872253, -73.872808, -73.873268, -73.873561, -73.875613, -73.877415, -73.877914, -73.878364, 40.839997, 40.84223, 40.841521, 40.843721, 40.848151, 40.849239, 40.84897, 40.84708, 40.846882, 40.844841, 40.84441, 40.843549, 40.843112, 40.841601, 40.840869, 40.84022, 40.839794, 40.839902, 40.839988, 40.839971, 40.839997)))",1917,318,1765,29625.0,492,104,402,11265.0,27
36005022101,EL506,ELE: EL506 - 387 - 170th St - Jerome Av - Outside Area,387,387,387,412,IRT,Jerome Av,170 St,Bx,4,Elevated,40.840075,-73.917791,Woodlawn,Manhattan,1,,POINT (-73.917791 40.840075),36,5,22101,2000,"Census Tract 221.01, Bronx County, New York","list(list(c(-73.920125, -73.919696, -73.918592, -73.917683, -73.916783, -73.91594, -73.916429, -73.916917, -73.917383, -73.917848, -73.918412, -73.920479, -73.920125, 40.837588, 40.837872, 40.838982, 40.840225, 40.839881, 40.839552, 40.838948, 40.838336, 40.837745, 40.837156, 40.83644, 40.83714, 40.837588)))",4030,589,3765,37200.0,832,183,809,15878.0,124
36005022101,EL508,ELE: EL508 - 387 - 170th St - Jerome Av - Manhattan Bound Platform,387,387,387,412,IRT,Jerome Av,170 St,Bx,4,Elevated,40.840075,-73.917791,Woodlawn,Manhattan,1,,POINT (-73.917791 40.840075),36,5,22101,2000,"Census Tract 221.01, Bronx County, New York","list(list(c(-73.920125, -73.919696, -73.918592, -73.917683, -73.916783, -73.91594, -73.916429, -73.916917, -73.917383, -73.917848, -73.918412, -73.920479, -73.920125, 40.837588, 40.837872, 40.838982, 40.840225, 40.839881, 40.839552, 40.838948, 40.838336, 40.837745, 40.837156, 40.83644, 40.83714, 40.837588)))",4030,589,3765,37200.0,832,183,809,15878.0,29
36005022101,EL507,ELE: EL507 - 387 - 170th St - Jerome Av - Bronx Bound Platform,387,387,387,412,IRT,Jerome Av,170 St,Bx,4,Elevated,40.840075,-73.917791,Woodlawn,Manhattan,1,,POINT (-73.917791 40.840075),36,5,22101,2000,"Census Tract 221.01, Bronx County, New York","list(list(c(-73.920125, -73.919696, -73.918592, -73.917683, -73.916783, -73.91594, -73.916429, -73.916917, -73.917383, -73.917848, -73.918412, -73.920479, -73.920125, 40.837588, 40.837872, 40.838982, 40.840225, 40.839881, 40.839552, 40.838948, 40.838336, 40.837745, 40.837156, 40.83644, 40.83714, 40.837588)))",4030,589,3765,37200.0,832,183,809,15878.0,37
36005022403,EL137,ELE: EL137 - 424 - Pelham Pkwy,424,424,424,211,IRT,Lenox - White Plains Rd,Pelham Pkwy,Bx,2 5,Elevated,40.857192,-73.867615,Wakefield - 241 St,Manhattan,1,,POINT (-73.867615 40.857192),36,5,22403,1001,"Census Tract 224.03, Bronx County, New York","list(list(c(-73.867645, -73.867588, -73.866583, -73.864671, -73.861791, -73.86192, -73.8638, -73.864741, -73.864814, -73.865753, -73.866694, -73.867703, -73.867645, 40.856624, 40.85783, 40.857856, 40.857906, 40.857983, 40.856783, 40.856717, 40.856691, 40.854443, 40.85446, 40.854477, 40.854493, 40.856624)))",3061,560,2706,80140.0,407,171,335,14574.0,32
36005022403,EL136,ELE: EL136 - 424 - Pelham Pkwy,424,424,424,211,IRT,Lenox - White Plains Rd,Pelham Pkwy,Bx,2 5,Elevated,40.857192,-73.867615,Wakefield - 241 St,Manhattan,1,,POINT (-73.867615 40.857192),36,5,22403,1001,"Census Tract 224.03, Bronx County, New York","list(list(c(-73.867645, -73.867588, -73.866583, -73.864671, -73.861791, -73.86192, -73.8638, -73.864741, -73.864814, -73.865753, -73.866694, -73.867703, -73.867645, 40.856624, 40.85783, 40.857856, 40.857906, 40.857983, 40.856783, 40.856717, 40.856691, 40.854443, 40.85446, 40.854477, 40.854493, 40.856624)))",3061,560,2706,80140.0,407,171,335,14574.0,32
36005022403,EL138,ELE: EL138 - 424 - Pelham Pkwy,424,424,424,211,IRT,Lenox - White Plains Rd,Pelham Pkwy,Bx,2 5,Elevated,40.857192,-73.867615,Wakefield - 241 St,Manhattan,1,,POINT (-73.867615 40.857192),36,5,22403,1001,"Census Tract 224.03, Bronx County, New York","list(list(c(-73.867645, -73.867588, -73.866583, -73.864671, -73.861791, -73.86192, -73.8638, -73.864741, -73.864814, -73.865753, -73.866694, -73.867703, -73.867645, 40.856624, 40.85783, 40.857856, 40.857906, 40.857983, 40.856783, 40.856717, 40.856691, 40.854443, 40.85446, 40.854477, 40.854493, 40.856624)))",3061,560,2706,80140.0,407,171,335,14574.0,25
36005028300,EL184,ELE: EL184 - 295 - 231 St,295,295,295,104,IRT,Broadway - 7Av,231 St,Bx,1,Elevated,40.878856,-73.904834,242 St,Manhattan,1,,POINT (-73.904834 40.878856),36,5,28300,1002,"Census Tract 283, Bronx County, New York","list(list(c(-73.907198, -73.906694, -73.903937, -73.902822, -73.901587, -73.901043, -73.900647, -73.89984, -73.896839, -73.898604, -73.901576, -73.90381, -73.904708, -73.906162, -73.907, -73.907198, 40.876389, 40.876671, 40.880134, 40.881687, 40.883482, 40.884371, 40.885099, 40.886537, 40.885986, 40.884407, 40.880995, 40.878546, 40.876562, 40.873243, 40.873455, 40.876389)))",2841,433,2730,22971.0,1007,133,1004,21881.0,49
36005028300,EL185,ELE: EL185 - 295 - 231 St,295,295,295,104,IRT,Broadway - 7Av,231 St,Bx,1,Elevated,40.878856,-73.904834,242 St,Manhattan,1,,POINT (-73.904834 40.878856),36,5,28300,1002,"Census Tract 283, Bronx County, New York","list(list(c(-73.907198, -73.906694, -73.903937, -73.902822, -73.901587, -73.901043, -73.900647, -73.89984, -73.896839, -73.898604, -73.901576, -73.90381, -73.904708, -73.906162, -73.907, -73.907198, 40.876389, 40.876671, 40.880134, 40.881687, 40.883482, 40.884371, 40.885099, 40.886537, 40.885986, 40.884407, 40.880995, 40.878546, 40.876562, 40.873243, 40.873455, 40.876389)))",2841,433,2730,22971.0,1007,133,1004,21881.0,46
36005030000,EL121,ELE: EL121 - 360 - Pelham Bay Park,360,360,360,601,IRT,Pelham,Pelham Bay Park,Bx,6,Elevated,40.852462,-73.828121,,Manhattan,1,,POINT (-73.828121 40.852462),36,5,30000,3000,"Census Tract 300, Bronx County, New York","list(list(c(-73.835041, -73.833906, -73.831575, -73.831291, -73.828602, -73.827355, -73.827185, -73.827997, -73.828855, -73.83043, -73.830542, -73.831309, -73.833105, -73.834001, -73.835801, -73.835041, 40.853127, 40.854468, 40.85538, 40.855434, 40.855718, 40.85283, 40.851711, 40.848624, 40.84969, 40.849164, 40.849218, 40.849308, 40.849479, 40.849561, 40.849677, 40.853127)))",6612,1172,6287,72568.0,953,374,929,12968.0,53
36005030000,EL122,ELE: EL122 - 360 - Pelham Bay Park,360,360,360,601,IRT,Pelham,Pelham Bay Park,Bx,6,Elevated,40.852462,-73.828121,,Manhattan,1,,POINT (-73.828121 40.852462),36,5,30000,3000,"Census Tract 300, Bronx County, New York","list(list(c(-73.835041, -73.833906, -73.831575, -73.831291, -73.828602, -73.827355, -73.827185, -73.827997, -73.828855, -73.83043, -73.830542, -73.831309, -73.833105, -73.834001, -73.835801, -73.835041, 40.853127, 40.854468, 40.85538, 40.855434, 40.855718, 40.85283, 40.851711, 40.848624, 40.84969, 40.849164, 40.849218, 40.849308, 40.849479, 40.849561, 40.849677, 40.853127)))",6612,1172,6287,72568.0,953,374,929,12968.0,36
36005035000,EL199,ELE: EL199 - 444 - Gun Hill Rd - Dyre Av - Outside Area,444,444,444,503,IRT,Dyre Av,Gun Hill Rd,Bx,5,Open Cut,40.869526,-73.846384,Eastchester - Dyre Av,Manhattan,1,,POINT (-73.846384 40.869526),36,5,35000,1003,"Census Tract 350, Bronx County, New York","list(list(c(-73.85006, -73.850003, -73.849961, -73.849927, -73.848914, -73.848597, -73.846408, -73.84609, -73.845173, -73.846143, -73.847198, -73.847185, -73.849525, -73.850084, -73.85006, 40.865736, 40.867575, 40.869392, 40.871329, 40.871566, 40.87167, 40.870555, 40.87039, 40.869915, 40.868795, 40.867555, 40.865283, 40.865322, 40.865335, 40.865736)))",2207,287,2060,64172.0,370,89,394,16262.0,48
36005035000,EL198,ELE: EL198 - 444 - Gun Hill Rd - Dyre Av - Outside Area,444,444,444,503,IRT,Dyre Av,Gun Hill Rd,Bx,5,Open Cut,40.869526,-73.846384,Eastchester - Dyre Av,Manhattan,1,,POINT (-73.846384 40.869526),36,5,35000,1003,"Census Tract 350, Bronx County, New York","list(list(c(-73.85006, -73.850003, -73.849961, -73.849927, -73.848914, -73.848597, -73.846408, -73.84609, -73.845173, -73.846143, -73.847198, -73.847185, -73.849525, -73.850084, -73.85006, 40.865736, 40.867575, 40.869392, 40.871329, 40.871566, 40.87167, 40.870555, 40.87039, 40.869915, 40.868795, 40.867555, 40.865283, 40.865322, 40.865335, 40.865736)))",2207,287,2060,64172.0,370,89,394,16262.0,60
36005037800,EL182,ELE: EL182 - 421 - Gun Hill Rd,421,421,421,208,IRT,Lenox - White Plains Rd,Gun Hill Rd,Bx,2 5,Elevated,40.87785,-73.866256,Wakefield - 241 St,Manhattan,1,,POINT (-73.866256 40.87785),36,5,37800,3003,"Census Tract 378, Bronx County, New York","list(list(c(-73.868846, -73.868119, -73.867053, -73.865347, -73.86395, -73.864466, -73.865176, -73.865237, -73.866271, -73.86805, -73.869435, -73.868846, 40.878586, 40.880062, 40.882255, 40.881784, 40.881434, 40.880545, 40.879277, 40.879148, 40.877327, 40.877799, 40.878129, 40.878586)))",3147,306,2958,46136.0,574,126,549,20489.0,68
36005037800,EL183,ELE: EL183 - 421 - Gun Hill Rd,421,421,421,208,IRT,Lenox - White Plains Rd,Gun Hill Rd,Bx,2 5,Elevated,40.87785,-73.866256,Wakefield - 241 St,Manhattan,1,,POINT (-73.866256 40.87785),36,5,37800,3003,"Census Tract 378, Bronx County, New York","list(list(c(-73.868846, -73.868119, -73.867053, -73.865347, -73.86395, -73.864466, -73.865176, -73.865237, -73.866271, -73.86805, -73.869435, -73.868846, 40.878586, 40.880062, 40.882255, 40.881784, 40.881434, 40.880545, 40.879277, 40.879148, 40.877327, 40.877799, 40.878129, 40.878586)))",3147,306,2958,46136.0,574,126,549,20489.0,56
36005040100,EL186,ELE: EL186 - 382 - Fordham Rd,382,382,382,407,IRT,Jerome Av,Fordham Rd,Bx,4,Elevated,40.862803,-73.901034,Woodlawn,Manhattan,1,,POINT (-73.901034 40.862803),36,5,40100,3000,"Census Tract 401, Bronx County, New York","list(list(c(-73.900276, -73.898873, -73.897403, -73.896313, -73.895443, -73.894376, -73.894922, -73.895777, -73.897068, -73.898387, -73.899618, -73.90108, -73.900276, 40.863788, 40.865584, 40.867474, 40.867038, 40.866602, 40.866067, 40.86535, 40.864227, 40.862534, 40.862344, 40.862159, 40.862756, 40.863788)))",5086,893,4744,25873.0,690,261,642,7513.0,58
36005040100,EL187,ELE: EL187 - 382 - Fordham Rd,382,382,382,407,IRT,Jerome Av,Fordham Rd,Bx,4,Elevated,40.862803,-73.901034,Woodlawn,Manhattan,1,,POINT (-73.901034 40.862803),36,5,40100,3000,"Census Tract 401, Bronx County, New York","list(list(c(-73.900276, -73.898873, -73.897403, -73.896313, -73.895443, -73.894376, -73.894922, -73.895777, -73.897068, -73.898387, -73.899618, -73.90108, -73.900276, 40.863788, 40.865584, 40.867474, 40.867038, 40.866602, 40.866067, 40.86535, 40.864227, 40.862534, 40.862344, 40.862159, 40.862756, 40.863788)))",5086,893,4744,25873.0,690,261,642,7513.0,48
36005040100,EL188,ELE: EL188 - 382 - Fordham Rd,382,382,382,407,IRT,Jerome Av,Fordham Rd,Bx,4,Elevated,40.862803,-73.901034,Woodlawn,Manhattan,1,,POINT (-73.901034 40.862803),36,5,40100,3000,"Census Tract 401, Bronx County, New York","list(list(c(-73.900276, -73.898873, -73.897403, -73.896313, -73.895443, -73.894376, -73.894922, -73.895777, -73.897068, -73.898387, -73.899618, -73.90108, -73.900276, 40.863788, 40.865584, 40.867474, 40.867038, 40.866602, 40.866067, 40.86535, 40.864227, 40.862534, 40.862344, 40.862159, 40.862756, 40.863788)))",5086,893,4744,25873.0,690,261,642,7513.0,46
36005040302,EL191,ELE: EL191 - 212 - Kingsbridge Rd - Manhattan Bound Plat,212,212,212,D04,IND,Concourse,Kingsbridge Rd,Bx,B D,Subway,40.866978,-73.893509,Bedford Pk Blvd & 205 St,Manhattan,1,,POINT (-73.893509 40.866978),36,5,40302,1003,"Census Tract 403.02, Bronx County, New York","list(list(c(-73.894376, -73.892996, -73.892421, -73.891737, -73.890976, -73.889892, -73.890546, -73.891278, -73.891814, -73.892496, -73.893299, -73.894376, 40.866067, 40.867882, 40.868624, 40.869511, 40.870159, 40.869522, 40.868806, 40.868016, 40.867424, 40.866692, 40.865294, 40.866067)))",5331,963,4687,37318.0,1466,276,1154,9256.0,61
36005040302,EL190,ELE: EL190 - 212 - Kingsbridge Rd - Bronx Bound Plat,212,212,212,D04,IND,Concourse,Kingsbridge Rd,Bx,B D,Subway,40.866978,-73.893509,Bedford Pk Blvd & 205 St,Manhattan,1,,POINT (-73.893509 40.866978),36,5,40302,1003,"Census Tract 403.02, Bronx County, New York","list(list(c(-73.894376, -73.892996, -73.892421, -73.891737, -73.890976, -73.889892, -73.890546, -73.891278, -73.891814, -73.892496, -73.893299, -73.894376, 40.866067, 40.867882, 40.868624, 40.869511, 40.870159, 40.869522, 40.868806, 40.868016, 40.867424, 40.866692, 40.865294, 40.866067)))",5331,963,4687,37318.0,1466,276,1154,9256.0,50
36005040302,EL189,ELE: EL189 - 212 - Kingsbridge Rd - Outside Area,212,212,212,D04,IND,Concourse,Kingsbridge Rd,Bx,B D,Subway,40.866978,-73.893509,Bedford Pk Blvd & 205 St,Manhattan,1,,POINT (-73.893509 40.866978),36,5,40302,1003,"Census Tract 403.02, Bronx County, New York","list(list(c(-73.894376, -73.892996, -73.892421, -73.891737, -73.890976, -73.889892, -73.890546, -73.891278, -73.891814, -73.892496, -73.893299, -73.894376, 40.866067, 40.867882, 40.868624, 40.869511, 40.870159, 40.869522, 40.868806, 40.868016, 40.867424, 40.866692, 40.865294, 40.866067)))",5331,963,4687,37318.0,1466,276,1154,9256.0,66
36005041300,EL501,ELE: EL501 - 211 - Bedford Pk Blvd - Bronx Bound Platform,211,211,211,D03,IND,Concourse,Bedford Park Blvd,Bx,B D,Subway,40.873244,-73.887138,Norwood - 205 St,Manhattan,1,,POINT (-73.887138 40.873244),36,5,41300,7001,"Census Tract 413, Bronx County, New York","list(list(c(-73.887377, -73.887089, -73.886793, -73.886493, -73.886181, -73.885897, -73.885329, -73.885278, -73.884782, -73.88383, -73.883424, -73.88344, -73.882957, -73.884497, -73.886229, -73.886916, -73.887851, -73.887377, 40.872723, 40.873376, 40.87402, 40.874691, 40.875384, 40.876018, 40.877341, 40.877427, 40.878419, 40.876783, 40.875742, 40.874794, 40.873052, 40.871984, 40.870778, 40.871344, 40.872121, 40.872723)))",9110,2332,8356,60646.0,1101,416,912,9074.0,31
36005041300,EL502,ELE: EL502 - 211 - Bedford Pk Blvd - Manhattan Bound Platform,211,211,211,D03,IND,Concourse,Bedford Park Blvd,Bx,B D,Subway,40.873244,-73.887138,Norwood - 205 St,Manhattan,1,,POINT (-73.887138 40.873244),36,5,41300,7001,"Census Tract 413, Bronx County, New York","list(list(c(-73.887377, -73.887089, -73.886793, -73.886493, -73.886181, -73.885897, -73.885329, -73.885278, -73.884782, -73.88383, -73.883424, -73.88344, -73.882957, -73.884497, -73.886229, -73.886916, -73.887851, -73.887377, 40.872723, 40.873376, 40.87402, 40.874691, 40.875384, 40.876018, 40.877341, 40.877427, 40.878419, 40.876783, 40.875742, 40.874794, 40.873052, 40.871984, 40.870778, 40.871344, 40.872121, 40.872723)))",9110,2332,8356,60646.0,1101,416,912,9074.0,26
